id,author_id,body,created_at,updated_at,deleted_at,version,lang
531,1198,"Public speaking advice that no one wants to hear: practice out loud, not in your head. Your brain skips the hard parts when you rehearse silently. Speaking it surfaces the gaps in 30 seconds.",2026-05-01 05:05:39.173862+00,2026-05-01 05:05:39.173862+00,,0,tr
532,1198,Caught the dawn from the campus library window this morning. I forget sometimes why I chose this field — and then a quiet hour with a hard problem reminds me. Days like this are why.,2026-05-02 15:22:27.779296+00,2026-05-02 15:22:27.779296+00,,0,tr
533,1198,"Started keeping a ""questions notebook"" again after a five-year break. Just questions, no answers. It's the single best research habit I've ever had and I keep forgetting that.",2026-04-11 17:15:04.149036+00,2026-04-11 17:15:04.149036+00,,0,tr
534,1198,"To anyone applying this cycle: rejection from one program isn't signal about your fit anywhere. Admissions committees are smaller, more political, and more luck-driven than you think. Apply broadly, fall in love with no single program.",2026-05-01 09:45:58.173253+00,2026-05-01 09:45:58.173253+00,,0,tr
535,1199,"""I'm going to start a company"" is not a decision, it's a daydream. The decision is ""I will spend the next three years on this specific problem with this specific co-founder."" If you can't write that sentence, you're not ready yet. That's fine.",2026-05-03 08:33:55.114869+00,2026-05-03 08:33:55.114869+00,,0,tr
536,1200,A runbook that nobody on the team has actually read is worse than no runbook. It gives false comfort. Read them as a team monthly. Walk through one as a tabletop. Update what's wrong.,2026-04-06 15:28:23.94251+00,2026-04-06 15:28:23.94251+00,,0,tr
537,1200,"Terraform 1.10's improved retry semantics for state locking is small and quiet but actually a meaningful quality-of-life win. We've stopped seeing the random ""couldn't acquire lock"" failures from racing CI jobs.",2026-04-23 23:04:32.757008+00,2026-04-23 23:04:32.757008+00,,0,tr
538,1200,"Stop celebrating ""we deploy 50 times a day"" as the goal. The goal is ""we can deploy when we need to, including at 3am, with confidence."" Speed is a side effect of trust, not the other way around.",2026-04-14 22:49:36.426797+00,2026-04-14 22:49:36.426797+00,,0,tr
539,1200,Saturday no-pings rule renewed for 2026. My team knows. They escalate to my deputy. The world has not ended in two years.,2026-04-28 02:00:38.008893+00,2026-04-28 02:00:38.008893+00,,0,tr
540,1200,"eBPF tooling has matured to the point where it's becoming part of the ""default"" SRE toolkit, not a niche curiosity. If you're doing platform work and haven't poked at it yet, this year is the year.",2026-04-25 07:25:38.459249+00,2026-04-25 07:25:38.459249+00,,0,tr
541,1201,"""Is this secure?"" is not a question. ""Is this secure against an attacker who has compromised a developer's laptop and wants to read our customer database in the next 90 days?"" is a question. Be specific or be ignored.",2026-05-04 18:09:34.128243+00,2026-05-04 18:09:34.128243+00,,0,tr
542,1201,Reading the latest CISA OT advisory. The pattern is becoming clearer: attackers are spending more time in reconnaissance and less in actual exploitation. We need to shift detection earlier in the chain.,2026-04-11 21:35:15.198406+00,2026-04-11 21:35:15.198406+00,,0,tr
543,1201,"Zero trust is misnamed. It's not zero trust — it's continuous verification. Marketers ruined a useful concept by branding it like a finality. Don't tell your CEO you've ""achieved zero trust."" You haven't, and they'll find out.",2026-04-27 03:10:59.910922+00,2026-04-27 03:10:59.910922+00,,0,tr
544,1201,Took my mother to the Aphrodisias ruins yesterday. Walked the marble street and thought about how every great civilization had a security model that eventually failed because the threat changed faster than the architecture. The job hasn't changed in 2000 years.,2026-04-27 19:49:50.843749+00,2026-04-27 19:49:50.843749+00,,0,tr
545,1202,"The hardest part of moving from senior IC to manager isn't the work, it's losing the dopamine hit from solving things yourself. You delegate the thing you're best at and then watch someone else do it slower. If that idea makes you flinch, manage your expectations.",2026-04-02 20:29:55.053228+00,2026-04-02 20:29:55.053228+00,,0,tr
546,1202,Walked Çamlıca hill at sunrise. Mid-week. The week's calendar didn't have a single 1:1 cancelled. I'm calling that a small win.,2026-04-18 16:57:32.278936+00,2026-04-18 16:57:32.278936+00,,0,tr
547,1203,"Pre-seed fundraising honest take: investors are pattern-matching. Your job is to be unmistakably one good pattern, not a vague combination of three. Pick which story you're telling before the first meeting, not in it.",2026-04-16 23:29:55.880674+00,2026-04-16 23:29:55.880674+00,,0,tr
548,1203,"Re-reading ""Founders at Work"" between meetings this week. The 2007 stories are dated but the emotional content is identical to what I lived through last year. Comforting and slightly terrifying.",2026-04-09 22:47:09.977815+00,2026-04-09 22:47:09.977815+00,,0,tr
549,1203,"Developer tools GTM is brutal because the buyer doesn't want to be sold to. Bottom-up adoption first, top-down expansion second. Anyone selling you ""AE-led top-down devtools"" is selling you a fantasy.",2026-04-22 23:31:00.005181+00,2026-04-22 23:31:00.005181+00,,0,tr
550,1203,"Founder lonely-day report: yesterday I cried in the bathroom for ten minutes after a board call, then went out and shipped a customer demo two hours later. Both can be true. Most days are.",2026-04-07 06:15:24.422529+00,2026-04-07 06:15:24.422529+00,,0,tr
551,1204,"""Functional vs OOP"" is the wrong axis. The actual question is: where should the behaviour live, and how much does that location cost you when requirements change in 6 months. Pick locations carefully.",2026-05-03 21:33:17.356075+00,2026-05-03 21:33:17.356075+00,,0,tr
552,1204,Spring Boot 3.4's auto-configuration tracing is genuinely useful for debugging weird startup behaviour. We hit a property binding bug last week that would have taken half a day; tracing pinpointed it in 5 minutes.,2026-05-06 22:24:36.535587+00,2026-05-06 22:24:36.535587+00,,0,tr
553,1204,My parents live in the next street over. Today I walked to lunch with them between meetings. People assume Pendik is sleepy. It's not — it's just not Instagram. That's a feature.,2026-04-29 03:49:49.276597+00,2026-04-29 03:49:49.276597+00,,0,tr
554,1205,"""Explainable AI"" is a misnomer in regulated finance. What auditors want is ""defensible AI"" — model + documentation + monitoring + override process. Explainability is a means to defensibility, not the goal.",2026-05-02 22:01:12.974025+00,2026-05-02 22:01:12.974025+00,,0,tr
555,1205,"EU AI Act timelines this week: still moving. Banks need to be ready by mid-2027 for the high-risk classifications. If your model risk function is just starting to map your inventory, you're already behind. Start with the GenAI use cases.",2026-05-04 15:36:44.636871+00,2026-05-04 15:36:44.636871+00,,0,tr
556,1205,"Hardest part of responsible AI in practice: getting model owners to write documentation before deployment, not after. Once it's deployed, no one wants to do the paperwork. Build it into the launch checklist or it doesn't happen.",2026-04-17 03:58:25.276694+00,2026-04-17 03:58:25.276694+00,,0,tr
557,1205,"Walked Galata Bridge at dusk. Fishermen, traffic, gulls, history. Cleared my head before a heavy committee tomorrow. Beyoğlu is loud but you can find quiet in it if you know where to look.",2026-05-02 20:43:46.704704+00,2026-05-02 20:43:46.704704+00,,0,tr
558,1206,"Junior portfolio: pretty case studies. Mid portfolio: outcomes claimed but not measured. Senior portfolio: outcomes measured and contextual (""we increased X by 12% but Y stayed flat because Z""). Move toward the third as fast as you can.",2026-04-29 20:24:26.555653+00,2026-04-29 20:24:26.555653+00,,0,tr
559,1206,Figma's variables update is still underused. Especially for design systems that need to flex between brand contexts. I use it now in every consulting engagement; halves token maintenance overhead.,2026-04-23 18:03:42.281392+00,2026-04-23 18:03:42.281392+00,,0,tr
560,1206,Design systems are not a product strategy. They are a tool. A team that treats them as a strategy is a team that has stopped asking what the customer is actually trying to do.,2026-04-28 21:55:08.156888+00,2026-04-28 21:55:08.156888+00,,0,tr
561,1206,Made manti from scratch tonight. Forty minutes of folding. My partner laughed at how slow I was. The pasta was worth it. The slowness was the point.,2026-04-10 03:25:41.047662+00,2026-04-10 03:25:41.047662+00,,0,tr
562,1206,"The ""design critique"" most teams run is just public review. A real critique is a structured conversation that pulls the why out of the maker. If everyone leaves agreeing with the highest-status voice, you didn't critique anything.",2026-05-07 08:38:14.738309+00,2026-05-07 08:38:14.738309+00,,0,tr
563,1206,"Re-reading ""Design of Everyday Things"" by Norman this winter. It hits differently after a decade of design work. The fundamentals haven't changed; we've just gotten better at distracting ourselves from them.",2026-04-18 08:17:01.708569+00,2026-04-18 08:17:01.708569+00,,0,tr
564,1206,"Ordu in May: sea visible from the kitchen window, mountain visible from the back. I don't miss Istanbul most days. I miss it on Tuesdays for some reason. Brains are strange.",2026-05-05 00:50:41.813579+00,2026-05-05 00:50:41.813579+00,,0,tr
565,1207,"First call with my new mentor today. She told me to stop apologizing for ""not having a CS degree"" in the first ten seconds. Apparently I'd said it twice. Note taken.",2026-05-04 06:49:33.748364+00,2026-05-04 06:49:33.748364+00,,0,tr
566,1207,Got my first multi-stage Docker build working tonight. Image size went from 1.2GB to 180MB. The relief is real. Why does no tutorial actually explain the layer caching properly?,2026-05-01 19:38:20.892754+00,2026-05-01 19:38:20.892754+00,,0,tr
567,1208,"My mentor reframed the ""but I'm not technical"" worry today: ""you have a literature that most engineers haven't read. They need you to translate it."" Slowly internalizing this.",2026-04-20 20:08:59.07981+00,2026-04-20 20:08:59.07981+00,,0,tr
568,1209,Wrote my first FastAPI service today wrapping a sklearn model. The model is bad. The service works. Counting it as a win — last week I'd never deployed anything.,2026-05-04 03:32:20.639813+00,2026-05-04 03:32:20.639813+00,,0,tr
569,1209,My mentor asked me what failure modes I'd designed for. I said 'none yet.' She said that's the only answer that matters this month. We're starting there.,2026-04-14 01:42:15.619079+00,2026-04-14 01:42:15.619079+00,,0,tr
570,1210,Got SwiftUI list animations working tonight. Took three hours longer than the tutorial promised. The tutorial was lying. Going to write down what actually trips beginners and post it for the next person.,2026-04-29 09:28:41.728295+00,2026-04-29 09:28:41.728295+00,,0,tr
571,1210,"Day 60 of iOS journey: I now know the difference between @State and @StateObject without looking it up. Tiny moment, huge relief.",2026-05-07 18:32:59.870751+00,2026-05-07 18:32:59.870751+00,,0,tr
572,1210,"Erzurum is still cold in May. Wrote code with the heater on, dog on my lap, snow visible from the kitchen window. Best work conditions I've ever had.",2026-05-05 19:21:22.371677+00,2026-05-05 19:21:22.371677+00,,0,tr
573,1210,"Asked my mentor: ""should I learn UIKit or just SwiftUI?"" He said: both, in that order, because most jobs still have UIKit codebases. Was hoping for a shortcut. There isn't one.",2026-04-22 01:55:39.146076+00,2026-04-22 01:55:39.146076+00,,0,tr
574,1211,"Sent my mentor the third draft of my research statement. She marked five paragraphs as ""good,"" two as ""you're describing not arguing,"" and one as ""this should be the opening."" Iteration four tomorrow.",2026-05-08 05:36:45.53914+00,2026-05-08 05:36:45.53914+00,,0,tr
575,1211,"My mom asked me again today what a PhD is, exactly. Tried to explain. She nodded. She still believes in me which is the only thing that actually matters.",2026-04-28 21:55:07.193925+00,2026-04-28 21:55:07.193925+00,,0,tr
576,1211,Finished a paper on contrastive learning for low-resource Turkish NLP. The methodology section took longer than the implementation. Now I know why senior researchers smile knowingly when I complain about writing.,2026-04-26 16:29:25.973016+00,2026-04-26 16:29:25.973016+00,,0,tr
577,1212,"Re-made the same time-series chart three different ways tonight. The third one — small multiples by category — was the clear winner. The ""obvious"" candlestick chart was the worst. The visualization is the analysis.",2026-04-11 13:09:22.124013+00,2026-04-11 13:09:22.124013+00,,0,tr
578,1212,"My mentor pushed me to write a one-paragraph narrative for every chart I make. ""If you can't write it, the chart doesn't say anything."" Hardest exercise of the week.",2026-04-24 12:53:46.275838+00,2026-04-24 12:53:46.275838+00,,0,tr
579,1212,Şişli lunch hour with my friend who works in audit. He spends his days in Excel; I spend mine in pandas. We agreed neither of us actually likes the food in this neighborhood.,2026-05-08 17:11:35.968134+00,2026-05-08 17:11:35.968134+00,,0,tr
580,1213,Spent the night red-teaming my own student-services chatbot. Found seven prompts that get it to produce confidently wrong financial-aid advice. Building the guardrails is going to take longer than building the bot.,2026-04-19 05:31:21.330336+00,2026-04-19 05:31:21.330336+00,,0,tr
581,1213,"First session with my mentor was about ""what would you tell the person who deployed your project to production without your guardrails."" Heavy question. Right one to start with.",2026-03-08 15:23:44.125276+00,2026-03-08 15:23:44.125276+00,,0,tr
582,1213,Kartal coast walk after a long study day. The city looks distant from the marina. Sometimes you need that distance to think clearly.,2026-04-21 16:43:58.99853+00,2026-04-21 16:43:58.99853+00,,0,tr
583,1214,Wrote a 20-minute Bitsy game about my grandmother's house in Tekirdağ. Two playtesters cried. I'm not sure if that means the game is good or my grandmother's house is good but I'll take it.,2026-04-10 16:02:24.290276+00,2026-04-10 16:02:24.290276+00,,0,tr
584,1214,"My mentor in games: ""stop apologizing for narrative games being small. Smallness is your distribution advantage."" Going to print that.",2026-04-24 15:41:01.417605+00,2026-04-24 15:41:01.417605+00,,0,tr
585,1215,Did a full GRE practice test today. 162Q / 152V. The verbal needs work. Reading academic English for an hour each night starting tomorrow.,2026-05-07 02:49:13.314347+00,2026-05-07 02:49:13.314347+00,,0,tr
586,1215,"Walked the Dardanelles after a study block tonight. Hard to feel ""behind"" when you're standing where the wind has been blowing the same direction for 3000 years.",2026-04-29 00:07:11.11928+00,2026-04-29 00:07:11.11928+00,,0,tr
587,1215,"My mentor told me: 'your research statement should be the strongest thing the committee reads, your GRE the least interesting.' Reordering my priorities accordingly.",2026-04-14 02:41:13.811352+00,2026-04-14 02:41:13.811352+00,,0,tr
588,1215,"Realized today my reading bottleneck is vocabulary in technical English, not comprehension. Built a flashcard deck. 20 cards a day starting now.",2026-04-22 18:02:23.720019+00,2026-04-22 18:02:23.720019+00,,0,tr
589,1216,"My mentor told me to stop saying ""I'm switching from teaching to tech"" and start saying ""I'm a communicator who reads data now."" Same facts, different positioning. Wild how much the framing matters.",2026-04-02 16:44:17.349674+00,2026-04-02 16:44:17.349674+00,,0,tr
590,1216,"Wrote my first SQL query that wasn't from a tutorial today. Pulled real data from a free dataset, asked my own question, got a real answer. Tiny moment, big shift.",2026-03-24 18:52:52.155619+00,2026-03-24 18:52:52.155619+00,,0,tr
591,1216,"Bakırköy in May is gentle. Coffee on the balcony, books on the table, no commute to the language school for the first time in three years. Saving is hard but freedom is worth it.",2026-04-23 20:33:49.892402+00,2026-04-23 20:33:49.892402+00,,0,tr
592,1216,"Built a small Tableau dashboard for a friend's small business — actual food cost analysis, actual decisions came out of it. Adding to portfolio. The ""fake project"" rule of thumb is real.",2026-05-02 12:34:39.109779+00,2026-05-02 12:34:39.109779+00,,0,tr
593,1217,First bug bounty find that actually paid: a stored XSS in a Turkish e-commerce site. $200 and a thank-you. Spent the money on a year of Hack The Box. The compound interest is real.,2026-04-22 09:32:31.909925+00,2026-04-22 09:32:31.909925+00,,0,tr
594,1217,"My mentor's first question: ""what is your favourite vulnerability and why."" Not the resume question. The real one. We spent 40 minutes on it. I left more focused than I've been in a year.",2026-04-27 20:52:25.684947+00,2026-04-27 20:52:25.684947+00,,0,tr
595,1217,"Wrote a small Python tool to fuzz a vulnerable web app at home. Found a path traversal in 30 seconds. The thrill is in the build, not the find. I get why people stay in this field for life.",2026-05-01 20:37:53.961862+00,2026-05-01 20:37:53.961862+00,,0,tr
596,1217,Esenyurt to Yıldız: 90 minutes one way. Wrote half a CTF writeup on the metrobus today. Productivity is wherever you decide it is.,2026-05-03 21:15:43.764013+00,2026-05-03 21:15:43.764013+00,,0,tr
597,1217,"Read every disclosed CVE this week with a CVSS over 7.0. Most are configuration bugs, not exploit-of-the-century discoveries. The skill we need is reading systems, not writing exploits.",2026-04-24 16:58:05.043225+00,2026-04-24 16:58:05.043225+00,,0,tr
598,1217,"My mentor: ""passing OSCP isn't the goal. The journey of preparing for it is."" Was annoyed at first. He's right and I know it.",2026-04-17 11:46:34.194815+00,2026-04-17 11:46:34.194815+00,,0,tr
599,1217,"Tried to explain to my mom what a pentester does. She nodded and said ""so you break things for a living."" Yeah, basically. She's not wrong.",2026-03-14 11:29:30.700883+00,2026-03-14 11:29:30.700883+00,,0,tr
600,1218,Modeled a low-poly Manisa street tonight. Took longer than expected to get the perspective right. Posting the work-in-progress before I lose the energy.,2026-05-03 21:41:10.903837+00,2026-05-03 21:41:10.903837+00,,0,tr
601,1218,"My mentor in games told me to stop ""learning everything"" and pick one art style to master. Painful advice — I like everything — but right.",2026-05-04 05:34:14.286176+00,2026-05-04 05:34:14.286176+00,,0,tr
602,1219,Released my first Flutter app to internal testing today. It's a study-planner that probably ten people will use. I'm proud of it like it's a Series A startup.,2026-04-25 08:51:59.632227+00,2026-04-25 08:51:59.632227+00,,0,tr
603,1219,"My mentor asked me to define my ""ideal user"" in one sentence. Spent three days on it. Came back with three pages. We're rewriting it to one paragraph this week.",2026-05-05 01:04:12.085463+00,2026-05-05 01:04:12.085463+00,,0,tr
604,1219,"Switched the app's color palette today. Two hours of iteration. The new one is calmer. I now understand why senior designers say ""calm is a feature.""",2026-04-28 12:39:57.425546+00,2026-04-28 12:39:57.425546+00,,0,tr
605,1219,Kartal marina at sunset. Closed my laptop. Watched a kid try to skip stones for 20 minutes. Came back and shipped a release. Brains need quiet.,2026-04-26 03:46:24.737109+00,2026-04-26 03:46:24.737109+00,,0,tr
606,1219,Refactored my state management today. Cut three files. Now it reads top-to-bottom in 80 lines. Less code is the right kind of progress.,2026-05-05 21:27:11.062175+00,2026-05-05 21:27:11.062175+00,,0,tr
607,1219,Today's session was a code review of my app. My mentor circled the same anti-pattern in five places without naming it once. Spent an hour figuring out the pattern myself. Best teaching method.,2026-05-05 15:37:23.579717+00,2026-05-05 15:37:23.579717+00,,0,tr
608,1219,"Found out today my younger cousin wants to study CS too. She asked if she's ""good enough at math."" Told her she's asking the wrong question. I think I sounded like my own mentor.",2026-05-08 12:26:48.353833+00,2026-05-08 12:26:48.353833+00,,0,tr
609,1220,My mentor asked me to print my resume and read it out loud to him. I heard every weak phrase in real-time. Rewriting tonight.,2026-04-06 19:43:34.67212+00,2026-04-06 19:43:34.67212+00,,0,tr
610,1221,My Selenium tests were flaky for three weeks. Today I learned about explicit waits and the entire suite settled down. Reading docs from the start would have saved me three weeks. Lesson noted.,2026-04-04 21:31:23.342023+00,2026-04-04 21:31:23.342023+00,,0,tr
611,1222,"Drove to two logistics warehouses in Sakarya this weekend with a notebook. Six conversations, four of them honest, two trying to sell me something. Learned more than any textbook chapter.",2026-05-02 00:52:10.213535+00,2026-05-02 00:52:10.213535+00,,0,tr
612,1222,My mentor asked me to write the obituary for my startup if it fails. Brutal exercise. Made my actual pitch better.,2026-04-30 03:58:19.062644+00,2026-04-30 03:58:19.062644+00,,0,tr
613,1222,"Spring is finally here in Sakarya. Did my ""founder thinking time"" walk in the park with no notebook. The best idea of the week came back on the second loop.",2026-04-29 06:29:06.760229+00,2026-04-29 06:29:06.760229+00,,0,tr
614,1223,"Audited my first OpenZeppelin contract this weekend. Found nothing. The exercise was the lesson — reading slow, asking why every line exists. Audits are reading comprehension, not gotcha-hunting.",2026-04-26 02:47:55.373256+00,2026-04-26 02:47:55.373256+00,,0,tr
615,1223,"My mentor: ""remote-first is a discipline, not a permission slip."" We spent the call talking about written communication habits. I thought we'd talk about contracts.",2026-04-18 02:32:52.151179+00,2026-04-18 02:32:52.151179+00,,0,tr
616,1223,Studied a famous DeFi exploit from 2022 line by line tonight. The bug was visible in a single function. Hindsight is a luxury. The exploit's author saw it without hindsight. That's the skill.,2026-04-19 08:06:30.411217+00,2026-04-19 08:06:30.411217+00,,0,tr
617,1223,"Diyarbakır has 7 hours of remote-overlap with European hours. I make them count. The rest of the day I read, walk, and sit in my favourite kahvehane. Different from my classmates in Istanbul. Better.",2026-03-24 10:20:20.705594+00,2026-03-24 10:20:20.705594+00,,0,tr
618,1223,Wrote my own ERC-20 today. Deployed to a testnet. Watched the transactions roll in. Some kind of magic. Reminds me why I picked this field.,2026-04-26 14:24:28.599577+00,2026-04-26 14:24:28.599577+00,,0,tr
619,1223,My mentor sent me a list of 30 audit firms. Said: 'read their public reports for a month before you apply. You'll know who fits.' Practical advice. Started today.,2026-04-24 18:33:31.281325+00,2026-04-24 18:33:31.281325+00,,0,tr
620,1223,Gas optimization is its own little discipline. Saved 1200 gas on a function today by reordering a struct's fields. Small but I'm proud. Real engineers learn to love these wins.,2026-05-07 22:12:29.938312+00,2026-05-07 22:12:29.938312+00,,0,tr
621,1223,"Family Sunday — too many cousins, too much food, no laptop. Came back to my notes Monday morning and they made more sense. Distance from work is its own skill.",2026-04-24 15:22:09.26428+00,2026-04-24 15:22:09.26428+00,,0,tr
622,1223,Reviewing audit reports made me appreciate how much of senior security work is writing. A well-written finding is more useful than a flashy exploit. Note to self: write more.,2026-04-26 08:45:12.384518+00,2026-04-26 08:45:12.384518+00,,0,tr
623,1224,"My mentor's first homework: list five companies I'd actually want to work at, not five companies hiring. Different list. Useful exercise.",2026-04-02 08:12:14.86688+00,2026-04-02 08:12:14.86688+00,,0,tr
624,1224,Deployed my React project to Vercel today. The free tier is suspiciously easy. The first time you see your URL in the wild is a real feeling.,2026-04-25 03:15:29.179164+00,2026-04-25 03:15:29.179164+00,,0,tr
625,1224,Grandmother brought me çay every 90 minutes today. Productivity unaffected. Hydration excellent. Best home office setup in Adana.,2026-04-09 19:51:16.732201+00,2026-04-09 19:51:16.732201+00,,0,tr
626,1224,Mock interview with my mentor today. He stopped me at minute three because I'd already apologized for my background twice. Recording shows I do this constantly. Working on it.,2026-03-24 17:39:53.656908+00,2026-03-24 17:39:53.656908+00,,0,tr
627,1224,Studied React Server Components today. Half the blog posts are wrong because the API moved. Going to write a 'what I learned' post once it clicks. The internet needs a current one.,2026-04-18 15:43:26.468556+00,2026-04-18 15:43:26.468556+00,,0,tr
628,1225,"Wrote a Django model for a personal finance tracker. The first model is always too detailed. Tomorrow I'll cut three fields. Less is more, even in models.",2026-05-01 06:11:13.673336+00,2026-05-01 06:11:13.673336+00,,0,tr
629,1225,"My mentor told me: 'self-taught is the hardest path but the most durable. Whatever you learn this year, you'll know cold.' Saving this for hard days.",2026-05-03 20:42:56.322418+00,2026-05-03 20:42:56.322418+00,,0,tr
630,1225,"Built a small ETL pipeline for my own bank statements. Cleaned data, categorized expenses, summary report. Realized: real projects don't need to be impressive. They need to be done.",2026-04-28 10:30:22.081992+00,2026-04-28 10:30:22.081992+00,,0,tr
631,1225,"Sakarya in May: lilacs and gentle rain. Walked to the library, read for two hours, walked back. Reading and walking are dev skills.",2026-04-16 16:12:54.611185+00,2026-04-16 16:12:54.611185+00,,0,tr
632,1225,"Read Django REST framework source today. Half I understood, half I didn't. Going to read the same module again next week and see what's changed in my head.",2026-04-30 15:20:40.015244+00,2026-04-30 15:20:40.015244+00,,0,tr
633,1225,"My mentor's reading list this week is ""go through three job postings and write what you'd learn from doing each role."" Smart exercise — career planning through artifacts.",2026-04-20 23:51:08.599101+00,2026-04-20 23:51:08.599101+00,,0,tr
634,1225,Test coverage went from 30% to 70% on my project today. I'm calling it a day. Coverage isn't quality but it's at least proof I thought about what to break.,2026-04-27 09:56:59.57464+00,2026-04-27 09:56:59.57464+00,,0,tr
635,1226,Ran a 'how to read a research paper' session for 12 classmates tonight. Three of them stayed an hour after to ask deeper questions. Community work compounds quietly.,2026-04-23 12:43:17.10513+00,2026-04-23 12:43:17.10513+00,,0,tr
636,1226,"My mentor in research told me: 'you can't build a club without writing the constitution first.' Spent the weekend on a one-page charter. Painful, useful.",2026-05-09 01:35:30.682563+00,2026-05-09 01:35:30.682563+00,,0,tr
637,1226,Samsun coast walk with three of my study group. Watched a fisherman pull up nothing for an hour. He was content. Good walks have been my favourite study aid this year.,2026-04-20 07:56:26.561124+00,2026-04-20 07:56:26.561124+00,,0,tr
638,1226,Wrote out the application timelines for 8 universities in a single spreadsheet today. Looking at all the dates side-by-side made the project feel finite. Recommend.,2026-04-21 23:00:46.796066+00,2026-04-21 23:00:46.796066+00,,0,tr
639,1227,Ran 5 user interviews for a fake startup idea today. Three told me my idea was useless. Two were polite. The three were the most valuable conversations.,2026-04-23 17:50:52.470952+00,2026-04-23 17:50:52.470952+00,,0,tr
640,1227,My mentor asked me to define 'what is product management?' in one sentence. Spent the session iterating. Final answer: 'continuously deciding what not to ship.' I think I believe it.,2026-04-22 15:29:48.31401+00,2026-04-22 15:29:48.31401+00,,0,tr
